,Suburb,Region,Latitude,Longitude
52,Laxmibai Nagar,New Delhi India,28.5754186,77.2051091
53,Pragati Maidan,New Delhi India,28.6234752,77.2425278
54,East Vinod Nagar,New Delhi India,28.6227661,77.3075035
55,Gandhi Nagar,New Delhi India,28.4531749,77.01532870904458
56,Jhilmil Colony,New Delhi India,28.6698142,77.3072827
57,Laxmi Nagar,New Delhi India,28.6305526,77.277575
58,Mayur Vihar,New Delhi India,28.6131071,77.2957221
59,Pandav Nagar,New Delhi India,28.6500237,77.1536755
60,Patparganj,New Delhi India,28.6115923,77.2905644
61,Preet Vihar,New Delhi India,28.6414409,77.2952594
62,Anand Vihar,New Delhi India,28.641115,77.3125024
63,Vasundhara Enclave,New Delhi India,28.60172565,77.3211224956397
65,Chhatarpur,New Delhi India,28.5067242,77.1750019
66,Chittaranjan Park,New Delhi India,28.5387523,77.2492493451557
67,Dayanand Colony,New Delhi India,28.5621997,77.2476131
68,Defence Colony,New Delhi India,28.5712216,77.23177637002767
69,Govindpuri,New Delhi India,28.5351561,77.2637936
70,Greater Kailash,New Delhi India,28.5418777,77.2384553
71,Green Park,New Delhi India,28.5555374,77.2024966
72,Gulmohar Park,New Delhi India,28.5571011,77.2130055
73,Hauz Khas,New Delhi India,28.5442564,77.2067072
74,Kailash Colony,New Delhi India,28.5530522,77.2429694
75,Kalkaji,New Delhi India,28.5370703,77.2618051
76,Khanpur,New Delhi India,28.5127982,77.2323949
77,Lajpat Nagar,New Delhi India,28.5792615,77.2440325
78,Lodi Colony,New Delhi India,28.59070215,77.22092057315884
79,Maharani Bagh,New Delhi India,28.5720013,77.2633718
80,Malviya Nagar,New Delhi India,28.5339201,77.2124474
81,Mehrauli,New Delhi India,28.5218262,77.1783232
82,Nehru Place,New Delhi India,28.54925735,77.25295199508821
83,Netaji Nagar,New Delhi India,28.5735343,77.1863593
84,New Friends Colony,New Delhi India,28.5671008,77.2697643
85,Nizamuddin West,New Delhi India,28.588365,77.2449546
86,Okhla,New Delhi India,28.5636616,77.2890546
87,Safdarjung Enclave,New Delhi India,28.5656419,77.1934382
88,Sainik Farm,New Delhi India,28.503746,77.21607253402124
89,Saket,New Delhi India,28.5244107,77.2137253
90,Sangam Vihar,New Delhi India,28.49770245,77.23917410450832
91,Sarita Vihar,New Delhi India,28.5285737,77.2883311
92,Sarojini Nagar,New Delhi India,28.5741575,77.1953703
93,Sarvodaya Enclave,New Delhi India,28.5374783,77.2020888
94,Shahpur Jat,New Delhi India,28.5483303,77.214104
95,Siri Fort,New Delhi India,28.5521464,77.2246983
96,South Extension,New Delhi India,28.5687149,77.2168955
97,Sriniwaspuri,New Delhi India,28.5652204,77.2547041
98,Sundar Nagar,New Delhi India,28.61893,76.961584
99,Tughlaqabad,New Delhi India,28.5111925,77.2623265
100,Badarpur,New Delhi India,28.4931698,77.3030239
101,Dabri,New Delhi India,28.6107697,77.09110590789903
102,Dwarka Sub City,New Delhi India,28.5823,77.0500
103,Delhi Cantonment,New Delhi India,28.593833099999998,77.13497891459929
104,Dhaula Kuan,New Delhi India,28.5918905,77.1617034
105,Ghitorni,New Delhi India,28.493751,77.1491866
106,Kishangarh Village,New Delhi India,28.5194277,77.1665351
107,Moti Bagh,New Delhi India,28.667837249999998,77.18180988488024
108,Munirka,New Delhi India,28.554886,77.1710841
109,Najafgarh,New Delhi India,28.612304,76.9823908
110,Naraina,New Delhi India,28.6220547,77.1386441
111,Palam,New Delhi India,28.5918933,77.0828242
112,Rama Krishna Puram,New Delhi India,28.5755607,77.17230336809229
113,Rajokri,New Delhi India,28.5131702,77.1107659
115,Sagar Pur,New Delhi India,28.6007,77.1031
116,Vasant Kunj,New Delhi India,28.5292495,77.1541335
117,Vasant Vihar,New Delhi India,28.56069055,77.16079073168567
118,Ashok Nagar,New Delhi India,28.6360207,77.101822
119,Bali Nagar,New Delhi India,28.6541384,77.128178
121,Fateh Nagar,New Delhi India,28.6316154,77.1008776
122,Janakpuri,New Delhi India,28.6219272,77.0874757
123,Kirti Nagar,New Delhi India,28.6532807,77.1417729
124,Meera Bagh,New Delhi India,28.658844000000002,77.09084750605237
125,Moti Nagar,New Delhi India,28.657859,77.1424288
126,Partap Nagar,New Delhi India,26.8037,75.8085
127,Paschim Vihar,New Delhi India,28.6695782,77.095956
128,Patel Nagar,New Delhi India,28.6598088,77.156957
129,Punjabi Bagh,New Delhi India,28.668945,77.1324614
130,Rajouri Garden,New Delhi India,28.6421518,77.11606037769263
131,Shivaji Place,New Delhi India,28.651657,77.1217027
132,Tihar Village,New Delhi India,28.6346361,77.1071121
133,Tilak Nagar,New Delhi India,28.6365482,77.0964961
134,Uttam Nagar,New Delhi India,28.6248465,77.0652861
135,Vikaspuri,New Delhi India,28.638419050000003,77.07083614685489
136,Agripada,Mumbai City India,18.9753024,72.8248975
137,Altamount Road,Mumbai City India,18.9663549,72.8091632
138,Bhuleshwar,Mumbai City India,18.9537706,72.8274755
139,Breach Candy,Mumbai City India,18.97256625,72.80426769748523
140,Carmichael Road,Mumbai City India,18.9739865,72.8106012
141,Cavel,Mumbai City India,18.9474,72.8272
142,Churchgate,Mumbai City India,18.9359567,72.8273404
143,Cotton Green,Mumbai City India,18.9871866,72.8438965
144,Cuffe Parade,Mumbai City India,18.9136406,72.8209295
145,Cumbala Hill,Mumbai City India,18.9634974,72.8087763
146,Currey Road,Mumbai City India,18.9949978,72.8328707
147,Dhobitalao,Mumbai City India,18.9441404,72.8283521
148,Dongri,Mumbai City India,18.9622265,72.836795
149,Kala Ghoda,Mumbai City India,18.9279117,72.8316248
150,Kemps Corner,Mumbai City India,18.9637535,72.8068617
151,Lalbaug,Mumbai City India,18.9914237,72.8364587
152,Lower Parel,Mumbai City India,18.9963318,72.8308603
153,Mahalaxmi,Mumbai City India,18.9825679,72.82416
154,Mahim,Mumbai City India,19.0423145,72.8398344
155,Malabar Hill,Mumbai City India,18.9581616,72.8033665
156,Marine Drive,Mumbai City India,18.9414868,72.8238464
157,Marine Lines,Mumbai City India,18.9456701,72.823781
158,Mumbai Central,Mumbai City India,18.9695855,72.8193152
159,Nariman Point,Mumbai City India,18.9259514,72.8232083
160,Prabhadevi,Mumbai City India,19.0148811,72.8279556
161,Sion,Mumbai City India,19.0465213,72.8632834
162,Walkeshwar,Mumbai City India,18.9553434,72.8079469
163,Worli,Mumbai City India,19.0116962,72.8180702
