,Cluster Labels,Address,Suburb,Region,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,6th Most Common Venue,7th Most Common Venue,8th Most Common Venue,9th Most Common Venue,10th Most Common Venue,Suburb Latitude,Suburb Longitude
218,2,"Chittaranjan Park, New Delhi India",Chittaranjan Park,New Delhi India,Market,Indian Restaurant,Park,Bowling Alley,Zoo Exhibit,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,28.5387523,77.24924935
219,0,"Chiyoda, Tokyo Japan",Chiyoda,Tokyo Japan,Café,Hotel,Japanese Curry Restaurant,Yoshoku Restaurant,Ramen Restaurant,Park,Italian Restaurant,Bookstore,Garden,French Restaurant,35.685403,139.752738
220,1,"Chongming District, Shanghai China",Chongming District,Shanghai China,Bar,Park,Hotel,Pub,Zoo Exhibit,Farmers Market,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,31.6313393,121.5337768
221,0,"Chongwenmen, Beijing China",Chongwenmen,Beijing China,Fast Food Restaurant,Coffee Shop,Hotel,Chinese Restaurant,Café,Restaurant,Department Store,Shopping Mall,Metro Station,Train Station,39.8997371,116.4119567
222,0,"Christchurch Airport, Christchurch New Zealand",Christchurch Airport,Christchurch New Zealand,Sandwich Place,Café,Airport,Airport Lounge,Bar,Italian Restaurant,Gift Shop,Coffee Shop,Airport Terminal,Auto Garage,-43.4847958,172.5357543
223,3,"Christchurch Central, Christchurch New Zealand",Christchurch Central,Christchurch New Zealand,Café,Coffee Shop,Sushi Restaurant,Chinese Restaurant,Asian Restaurant,Gastropub,Liquor Store,Pet Store,Stadium,Shoe Store,-43.5400014,172.6079486
224,0,"Churchgate, Mumbai City India",Churchgate,Mumbai City India,Ice Cream Shop,Indian Restaurant,Hotel,Cricket Ground,Fast Food Restaurant,Train Station,Café,Movie Theater,Hockey Arena,Pizza Place,18.9359567,72.8273404
225,0,"Chūō, Tokyo Japan",Chūō,Tokyo Japan,Sushi Restaurant,Monjayaki Restaurant,Japanese Restaurant,Italian Restaurant,Ramen Restaurant,Soba Restaurant,Dessert Shop,BBQ Joint,Bakery,Seafood Restaurant,35.666255,139.775565
226,0,"City Island, New York City US",City Island,New York City US,Harbor / Marina,Thrift / Vintage Store,Seafood Restaurant,Boat or Ferry,Baseball Field,Music Venue,Bus Station,Bar,Bank,Park,40.8472467,-73.78648845
227,0,"City Line, New York City US",City Line,New York City US,Donut Shop,Pharmacy,Flower Shop,Shoe Store,Grocery Store,Chinese Restaurant,Pizza Place,Coffee Shop,Bakery,Bank,40.67856996,-73.86797598
228,0,"City of Westminster, London UK",City of Westminster,London UK,Hotel,Plaza,Park,Art Gallery,Cocktail Bar,Theater,Café,Garden,Boutique,Art Museum,51.4973206,-0.137149
229,0,"Civic Center, Los Angeles US",Civic Center,Los Angeles US,Coffee Shop,Park,French Restaurant,Theater,Gym / Fitness Center,Spa,Café,Yoga Studio,Cocktail Bar,Hotel,34.0575607,-118.2468099
229,0,"Civic Center, Los Angeles US",Civic Center,Los Angeles US,Coffee Shop,Park,French Restaurant,Theater,Gym / Fitness Center,Spa,Café,Yoga Studio,Cocktail Bar,Hotel,40.71522892,-74.0054153
230,0,"Civic Center, New York City US",Civic Center,New York City US,Coffee Shop,Park,French Restaurant,Theater,Gym / Fitness Center,Spa,Café,Yoga Studio,Cocktail Bar,Hotel,34.0575607,-118.2468099
230,0,"Civic Center, New York City US",Civic Center,New York City US,Coffee Shop,Park,French Restaurant,Theater,Gym / Fitness Center,Spa,Café,Yoga Studio,Cocktail Bar,Hotel,40.71522892,-74.0054153
231,2,"Civil Lines, New Delhi India",Civil Lines,New Delhi India,Asian Restaurant,Hotel,Indian Restaurant,Chinese Restaurant,Light Rail Station,Convenience Store,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,28.6768508,77.2250299
232,0,"Claremont Village, New York City US",Claremont Village,New York City US,Chinese Restaurant,Bakery,Park,Bus Station,Grocery Store,Discount Store,Pizza Place,Gym,Caribbean Restaurant,Gift Shop,40.83142834,-73.90119903
233,1,"Clason Point, New York City US",Clason Point,New York City US,Park,Bus Stop,Pool,South American Restaurant,Boat or Ferry,Grocery Store,Field,Financial or Legal Service,Film Studio,Filipino Restaurant,40.80655112,-73.85414416
234,3,"Clayfield, Brisbane",Clayfield,Brisbane,Sushi Restaurant,Japanese Restaurant,Gym,Burrito Place,Bus Station,Convenience Store,Laundromat,Café,Zoo Exhibit,Fast Food Restaurant,-27.4223848,153.050976
235,3,"Clifton, Christchurch New Zealand",Clifton,Christchurch New Zealand,Café,Coffee Shop,Restaurant,Indian Restaurant,Gastropub,Multiplex,Fish & Chips Shop,Beach,Bar,Asian Restaurant,-43.566128,172.7555559
236,0,"Clifton, New York City US",Clifton,New York City US,Grocery Store,Pizza Place,Train Station,Mexican Restaurant,Eastern European Restaurant,Electronics Store,Museum,Lawyer,Park,Cajun / Creole Restaurant,40.61917845,-74.07264245
237,0,"Clinton Hill, New York City US",Clinton Hill,New York City US,Pizza Place,Italian Restaurant,Chinese Restaurant,Mexican Restaurant,Wine Shop,Thai Restaurant,Japanese Restaurant,Indian Restaurant,Yoga Studio,Grocery Store,40.69322942,-73.96784306
238,0,"Clinton, New York City US",Clinton,New York City US,Theater,Gym / Fitness Center,Coffee Shop,Hotel,Gym,Wine Shop,Spa,Pizza Place,Italian Restaurant,Sandwich Place,40.75910089,-73.99611936
239,0,"Co-op City, New York City US",Co-op City,New York City US,Bus Station,Restaurant,Discount Store,Baseball Field,Pharmacy,Chinese Restaurant,Bagel Shop,Mattress Store,Pizza Place,Park,40.87429419,-73.82993911
240,0,"Cobble Hill, New York City US",Cobble Hill,New York City US,Bar,Playground,Pizza Place,Coffee Shop,Cocktail Bar,Yoga Studio,Ice Cream Shop,Italian Restaurant,Deli / Bodega,Juice Bar,40.68791972,-73.99856139
241,0,"College Point, New York City US",College Point,New York City US,Asian Restaurant,Deli / Bodega,Bar,Latin American Restaurant,Supermarket,Dessert Shop,Chinese Restaurant,Pizza Place,Seafood Restaurant,Caribbean Restaurant,40.78490275,-73.84304529
242,0,"Concord, New York City US",Concord,New York City US,Train Station,Deli / Bodega,Athletics & Sports,Park,Gym / Fitness Center,Coffee Shop,Cosmetics Shop,Grocery Store,Italian Restaurant,Peruvian Restaurant,40.60447319,-74.08402365
243,0,"Concourse Village, New York City US",Concourse Village,New York City US,Bus Station,Deli / Bodega,Sandwich Place,Mexican Restaurant,Sporting Goods Shop,Fast Food Restaurant,Pharmacy,Coffee Shop,Plaza,Lounge,40.82478049,-73.91584653
244,0,"Concourse, New York City US",Concourse,New York City US,Grocery Store,Bakery,Spanish Restaurant,Pizza Place,Liquor Store,Art Museum,Playground,Ice Cream Shop,Donut Shop,Caribbean Restaurant,40.83428381,-73.91558942
245,0,"Coney Island, New York City US",Coney Island,New York City US,Baseball Stadium,Beach,Caribbean Restaurant,Music Venue,Monument / Landmark,Pizza Place,Vegetarian / Vegan Restaurant,Food Court,Theme Park Ride / Attraction,Skating Rink,40.57429256,-73.98868296
246,2,"Connaught Place, New Delhi India",Connaught Place,New Delhi India,Indian Restaurant,Café,Bar,Chinese Restaurant,Coffee Shop,Lounge,Deli / Bodega,BBQ Joint,South Indian Restaurant,Clothing Store,28.6313827,77.2197924
247,0,"Coopers Plains, Brisbane",Coopers Plains,Brisbane,Bakery,Motorcycle Shop,Music Store,Fast Food Restaurant,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Farmers Market,-27.5691456,153.0337453
248,3,"Coorparoo, Brisbane",Coorparoo,Brisbane,Café,Supermarket,Fast Food Restaurant,Coffee Shop,Shopping Plaza,Portuguese Restaurant,Pie Shop,Burrito Place,Gym,Indie Movie Theater,-27.4962028,153.0595973
249,3,"Corinda, Brisbane",Corinda,Brisbane,Café,Bakery,Sandwich Place,Train Station,Pizza Place,Pool,Pharmacy,Food Stand,Food Service,Ethiopian Restaurant,-27.5430769,152.9813705
250,0,"Corona, New York City US",Corona,New York City US,Mexican Restaurant,Restaurant,Pizza Place,Sandwich Place,Latin American Restaurant,South American Restaurant,Bakery,Convenience Store,Deli / Bodega,Donut Shop,40.74238175,-73.85682497
251,0,"Cotton Green, Mumbai City India",Cotton Green,Mumbai City India,Bakery,Plaza,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farmers Market,Zoo Exhibit,18.9871866,72.8438965
252,0,"Country Club, New York City US",Country Club,New York City US,Sandwich Place,Mexican Restaurant,Playground,BBQ Joint,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farmers Market,Farm,40.84424594,-73.82409927
253,0,"Cowan Cowan, Brisbane",Cowan Cowan,Brisbane,Beach,Zoo Exhibit,Furniture / Home Store,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farmers Market,-27.1253979,153.3663568
254,1,"Cracroft, Christchurch New Zealand",Cracroft,Christchurch New Zealand,Fast Food Restaurant,Garden Center,Breakfast Spot,Park,Zoo Exhibit,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,-43.5821376,172.6108047
255,0,"Crenshaw, Los Angeles US",Crenshaw,Los Angeles US,Pet Store,Airport Terminal,Frozen Yogurt Shop,Diner,Fast Food Restaurant,Gym / Fitness Center,Mobile Phone Shop,Mexican Restaurant,Hardware Store,Pharmacy,33.9252122,-118.3265295
256,0,"Crown Heights, New York City US",Crown Heights,New York City US,Pizza Place,Deli / Bodega,Museum,Café,Pharmacy,Playground,Moving Target,Coffee Shop,Salon / Barbershop,Farmers Market,40.67082918,-73.94329119
257,0,"Cuffe Parade, Mumbai City India",Cuffe Parade,Mumbai City India,Spa,Italian Restaurant,Coffee Shop,Indian Restaurant,Bar,Ice Cream Shop,Thai Restaurant,Grocery Store,Gym,Chinese Restaurant,18.9136406,72.8209295
258,0,"Cumbala Hill, Mumbai City India",Cumbala Hill,Mumbai City India,Bakery,Salon / Barbershop,Pizza Place,Café,Farmers Market,Brewery,Coffee Shop,Concert Hall,Sandwich Place,Food Court,18.9634974,72.8087763
259,2,"Currey Road, Mumbai City India",Currey Road,Mumbai City India,Indian Restaurant,Mediterranean Restaurant,Maharashtrian Restaurant,Coffee Shop,Plaza,Boutique,Zoo Exhibit,Farmers Market,Film Studio,Filipino Restaurant,18.9949978,72.8328707
260,0,"Cypress Hills, New York City US",Cypress Hills,New York City US,Fried Chicken Joint,Spanish Restaurant,Fast Food Restaurant,Metro Station,Pizza Place,Donut Shop,Ice Cream Shop,Latin American Restaurant,Discount Store,Supermarket,40.68239101,-73.87661596
261,0,"Cypress Park, Los Angeles US",Cypress Park,Los Angeles US,Mexican Restaurant,Food & Drink Shop,Train Station,Home Service,Park,Discount Store,Bakery,Football Stadium,Fraternity House,Event Space,34.0922322,-118.2245179
262,3,"Cầu Giấy, Hanoi Vietnam",Cầu Giấy,Hanoi Vietnam,Vietnamese Restaurant,Café,Coffee Shop,Japanese Restaurant,Fast Food Restaurant,Pizza Place,Korean Restaurant,Hotel,Shopping Mall,Fish & Chips Shop,21.0363077,105.7860752
263,0,"Dabri, New Delhi India",Dabri,New Delhi India,Movie Theater,Grocery Store,Department Store,Fast Food Restaurant,Fish Market,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,28.6107697,77.09110591
264,0,"Dallington, Christchurch New Zealand",Dallington,Christchurch New Zealand,Park,Athletics & Sports,Neighborhood,Department Store,Business Service,Zoo Exhibit,Field,Fish & Chips Shop,Financial or Legal Service,Film Studio,-43.5130388,172.6742867
265,2,"Dariba Kalan, New Delhi India",Dariba Kalan,New Delhi India,Indian Restaurant,Snack Place,Market,Flea Market,Hotel,Museum,Dessert Shop,Paper / Office Supplies Store,Mosque,Fast Food Restaurant,28.6546024,77.2333794
266,3,"Darlinghurst, Sydney",Darlinghurst,Sydney,Café,Italian Restaurant,Japanese Restaurant,Bakery,Australian Restaurant,Pizza Place,Sandwich Place,Cocktail Bar,Coffee Shop,Thai Restaurant,-33.8783381,151.219225
267,3,"Darlington, Sydney",Darlington,Sydney,Café,Bar,Coffee Shop,Pub,Thai Restaurant,Bakery,Italian Restaurant,Ramen Restaurant,Performing Arts Venue,Australian Restaurant,-33.890862,151.1932156
268,0,"Darra, Brisbane",Darra,Brisbane,Vietnamese Restaurant,Chinese Restaurant,Grocery Store,Train Station,Asian Restaurant,Bus Station,Farmers Market,Film Studio,Filipino Restaurant,Field,-27.5667751,152.952776
269,2,"Daryaganj, New Delhi India",Daryaganj,New Delhi India,Restaurant,Indian Restaurant,Road,Hotel,Farm,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farmers Market,28.64609,77.243048
270,3,"Dawes Point, Sydney",Dawes Point,Sydney,Café,Hotel,Australian Restaurant,Hotel Bar,Pub,Cocktail Bar,Theater,Scenic Lookout,Plaza,Coffee Shop,-33.8572223,151.2067756
271,3,"Dayanand Colony, New Delhi India",Dayanand Colony,New Delhi India,Restaurant,Fast Food Restaurant,Market,Indie Movie Theater,Café,Coffee Shop,Zoo Exhibit,Film Studio,Filipino Restaurant,Field,28.5621997,77.2476131
272,0,"Deagon, Brisbane",Deagon,Brisbane,Fast Food Restaurant,Flea Market,Train Station,Mediterranean Restaurant,Gym,Discount Store,Pizza Place,Grocery Store,Shopping Mall,Sandwich Place,-27.3299349,153.0604953
273,2,"Defence Colony, New Delhi India",Defence Colony,New Delhi India,Italian Restaurant,Indian Restaurant,Bakery,Restaurant,Sandwich Place,Food Truck,Café,South Indian Restaurant,Bar,Coffee Shop,28.5712216,77.23177637
274,0,"Del Rey, Los Angeles US",Del Rey,Los Angeles US,Mexican Restaurant,Diner,Smoke Shop,Trail,Transportation Service,Bakery,Thrift / Vintage Store,Coffee Shop,Hobby Shop,Lounge,33.9896527,-118.4243437
275,2,"Delhi Cantonment, New Delhi India",Delhi Cantonment,New Delhi India,Shopping Mall,Indian Restaurant,Café,Coffee Shop,Farm,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farmers Market,28.5938331,77.13497891
276,0,"Dengshikou, Beijing China",Dengshikou,Beijing China,Hotel,Chinese Restaurant,Coffee Shop,Fast Food Restaurant,Café,Shopping Mall,Pizza Place,Clothing Store,Hostel,Beijing Restaurant,39.9154103,116.4118355
277,0,"Deshengmen, Beijing China",Deshengmen,Beijing China,Fast Food Restaurant,Hotel,Baseball Field,Chinese Restaurant,Indie Movie Theater,Pizza Place,Sandwich Place,Café,Coffee Shop,Historic Site,39.9538135,116.3732201
278,4,"Dhaka, New Delhi India",Dhaka,New Delhi India,ATM,Train Station,Pizza Place,Falafel Restaurant,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farmers Market,Farm,28.70869755,77.20574901
279,0,"Dhaula Kuan, New Delhi India",Dhaula Kuan,New Delhi India,Bakery,Sake Bar,Golf Course,Campground,Eye Doctor,Fabric Shop,Factory,Falafel Restaurant,Exhibit,Farm,28.5918905,77.1617034
280,2,"Dhobitalao, Mumbai City India",Dhobitalao,Mumbai City India,Indian Restaurant,Bakery,Café,Bar,Music Store,Mexican Restaurant,Snack Place,Chinese Restaurant,Coffee Shop,Cheese Shop,18.9441404,72.8283521
281,0,"Di'anmen, Beijing China",Di'anmen,Beijing China,Hotel,Chinese Restaurant,Hostel,Movie Theater,Mexican Restaurant,Metro Station,Department Store,Bakery,Science Museum,Beer Bar,39.9312322,116.3681956
282,0,"Dilli Bazaar, Kathmandu Nepal",Dilli Bazaar,Kathmandu Nepal,Asian Restaurant,Restaurant,Café,Hotel,Coffee Shop,Italian Restaurant,Bar,Historic Site,Bakery,Himalayan Restaurant,27.7071,85.3278
283,2,"Dilshad Garden, New Delhi India",Dilshad Garden,New Delhi India,Indian Restaurant,Light Rail Station,Pizza Place,Diner,Zoo Exhibit,Fast Food Restaurant,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,28.6758257,77.3215163
284,0,"Ditmas Park, New York City US",Ditmas Park,New York City US,Caribbean Restaurant,Pizza Place,Donut Shop,Chinese Restaurant,Metro Station,Discount Store,Coffee Shop,Liquor Store,Dry Cleaner,Pharmacy,40.64367518,-73.96101312
285,3,"Docklands, Melbourne",Docklands,Melbourne,Café,Coffee Shop,Restaurant,Steakhouse,Bar,Park,Supermarket,Japanese Restaurant,Hotel,Thai Restaurant,-37.8175423,144.9394923
286,0,"Dongan Hills, New York City US",Dongan Hills,New York City US,Pizza Place,Italian Restaurant,Pharmacy,Bagel Shop,Bank,Sandwich Place,Tattoo Parlor,Flower Shop,Fast Food Restaurant,Chinese Restaurant,40.58867295,-74.09639905
287,0,"Dongdan, Beijing China",Dongdan,Beijing China,Hotel,Coffee Shop,Fast Food Restaurant,Shopping Mall,Chinese Restaurant,Café,Peking Duck Restaurant,Clothing Store,Hotel Bar,Pizza Place,39.9068579,116.412626
288,2,"Dongri, Mumbai City India",Dongri,Mumbai City India,Indian Restaurant,Hookah Bar,Farm,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farmers Market,Falafel Restaurant,18.9622265,72.836795
289,0,"Dongzhimen, Beijing China",Dongzhimen,Beijing China,Chinese Restaurant,Hotel,Coffee Shop,Fast Food Restaurant,Japanese Restaurant,Russian Restaurant,Pizza Place,Sushi Restaurant,Theater,Grocery Store,39.9398861,116.4281041
290,0,"Douglaston, New York City US",Douglaston,New York City US,Bank,Chinese Restaurant,Deli / Bodega,Donut Shop,Shanghai Restaurant,Lounge,Spa,Shipping Store,Fast Food Restaurant,Ice Cream Shop,40.7668461,-73.74249821
291,0,"Downtown Los Angeles, Los Angeles US",Downtown Los Angeles,Los Angeles US,Bar,Coffee Shop,Taco Place,Restaurant,Arts & Crafts Store,American Restaurant,Burger Joint,Gym / Fitness Center,Gym,Thai Restaurant,34.0428494,-118.2476732
292,0,"Downtown, New York City US",Downtown,New York City US,Burger Joint,Coffee Shop,Pizza Place,Sandwich Place,Chinese Restaurant,Arts & Crafts Store,Bakery,Bank,American Restaurant,Performing Arts Venue,40.69084402,-73.98346337
293,0,"Dumbo, New York City US",Dumbo,New York City US,Park,Scenic Lookout,Coffee Shop,Italian Restaurant,Boxing Gym,Gym,Bakery,Pizza Place,Art Gallery,Ice Cream Shop,40.70317633,-73.98875281
294,1,"Durack, Brisbane",Durack,Brisbane,Park,Zoo Exhibit,Cuban Restaurant,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farmers Market,-27.591662,152.985997
295,3,"Dutton Park, Brisbane",Dutton Park,Brisbane,Café,Train Station,Historic Site,Fish & Chips Shop,Park,Music Store,Farmers Market,Fish Market,Bus Station,BBQ Joint,-27.4962402,153.0269023
296,0,"Dwarka Sub City, New Delhi India",Dwarka Sub City,New Delhi India,Light Rail Station,Fishing Spot,Fish Market,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Zoo Exhibit,28.5823,77.05
297,0,"Dyker Heights, New York City US",Dyker Heights,New York City US,Bagel Shop,Dance Studio,Burger Joint,Park,Golf Course,Fast Food Restaurant,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,40.61921946,-74.01931376
298,3,"Eagle Farm, Brisbane",Eagle Farm,Brisbane,Café,Diner,Go Kart Track,Rental Car Location,Zoo Exhibit,Field,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,-27.4298168,153.0880672
299,0,"Eagle Rock, Los Angeles US",Eagle Rock,Los Angeles US,Italian Restaurant,French Restaurant,Asian Restaurant,Vegetarian / Vegan Restaurant,Spa,Vietnamese Restaurant,Video Store,Chinese Restaurant,Hot Dog Joint,Ramen Restaurant,34.1366877,-118.2076796
300,0,"East Brisbane, Brisbane",East Brisbane,Brisbane,Sushi Restaurant,Italian Restaurant,Shop & Service,Sandwich Place,Zoo Exhibit,Falafel Restaurant,Filipino Restaurant,Field,Fast Food Restaurant,Farmers Market,-27.4832497,153.0455745
301,0,"East Elmhurst, New York City US",East Elmhurst,New York City US,Donut Shop,Pizza Place,Coffee Shop,Hotel Bar,Ice Cream Shop,Supermarket,Rental Car Location,Gas Station,Lake,Field,40.76407324,-73.86704148
302,0,"East Flatbush, New York City US",East Flatbush,New York City US,Pharmacy,Moving Target,Hardware Store,Chinese Restaurant,Supermarket,Department Store,Print Shop,Fast Food Restaurant,Wine Shop,Caribbean Restaurant,40.64171777,-73.93610256
303,0,"East Harlem, New York City US",East Harlem,New York City US,Mexican Restaurant,Bakery,Thai Restaurant,Deli / Bodega,Latin American Restaurant,Pizza Place,Donut Shop,Seafood Restaurant,Spa,Historic Site,40.79224947,-73.94418223
304,0,"East Hollywood, Los Angeles US",East Hollywood,Los Angeles US,Deli / Bodega,Bakery,Convenience Store,Asian Restaurant,Taco Place,Sandwich Place,Bus Line,Thai Restaurant,Falafel Restaurant,Middle Eastern Restaurant,34.0904277,-118.2966254
305,0,"East Los Angeles, Los Angeles US",East Los Angeles,Los Angeles US,Bakery,Butcher,Chinese Restaurant,Track,Donut Shop,Sporting Goods Shop,Sandwich Place,Mexican Restaurant,Food Service,Food Court,34.0239015,-118.1720157
306,3,"East Melbourne, Melbourne",East Melbourne,Melbourne,Café,Japanese Restaurant,Wine Bar,Bar,Coffee Shop,Tennis Stadium,Cocktail Bar,Cricket Ground,Thai Restaurant,Park,-37.812498,144.9858851
307,0,"East New York, New York City US",East New York,New York City US,Deli / Bodega,Pharmacy,Plaza,Food Truck,Business Service,Caribbean Restaurant,Gym,Fast Food Restaurant,Chinese Restaurant,Metro Station,40.6699257,-73.88069864
308,0,"East Tremont, New York City US",East Tremont,New York City US,Pizza Place,Fast Food Restaurant,Fish & Chips Shop,Donut Shop,Paella Restaurant,Shoe Store,Discount Store,Latin American Restaurant,Café,Lounge,40.84269616,-73.88735618
309,0,"East Village, New York City US",East Village,New York City US,Pizza Place,Coffee Shop,Cocktail Bar,Vietnamese Restaurant,Mexican Restaurant,Japanese Restaurant,Wine Bar,Ramen Restaurant,Ice Cream Shop,Juice Bar,40.72784678,-73.98222617
310,0,"East Vinod Nagar, New Delhi India",East Vinod Nagar,New Delhi India,Moving Target,Mobile Phone Shop,Fast Food Restaurant,Fish Market,Fish & Chips Shop,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Zoo Exhibit,28.6227661,77.3075035
311,0,"East Williamsburg, New York City US",East Williamsburg,New York City US,Bar,Deli / Bodega,Cocktail Bar,Bakery,Coffee Shop,Music Venue,Concert Hall,Sandwich Place,Vegetarian / Vegan Restaurant,Gym / Fitness Center,40.70849241,-73.93885815
312,0,"Eastchester, New York City US",Eastchester,New York City US,Caribbean Restaurant,Diner,Deli / Bodega,Bus Station,Bus Stop,Juice Bar,Fast Food Restaurant,Pizza Place,Donut Shop,Seafood Restaurant,40.88755568,-73.82780645
313,0,"Echo Park, Los Angeles US",Echo Park,Los Angeles US,Bar,Food Truck,Mexican Restaurant,Café,Coffee Shop,American Restaurant,Breakfast Spot,Toy / Game Store,Pizza Place,Sandwich Place,34.0779819,-118.2567824
314,3,"Eden Terrace, Auckland City New Zealand",Eden Terrace,Auckland City New Zealand,Café,Coffee Shop,Thai Restaurant,Sushi Restaurant,Gym,South Indian Restaurant,Japanese Restaurant,Bar,Lebanese Restaurant,Bakery,-36.8652491,174.756593
315,3,"Eden Valley, Auckland City New Zealand",Eden Valley,Auckland City New Zealand,Café,Chinese Restaurant,Bar,Thai Restaurant,Middle Eastern Restaurant,Burger Joint,Coffee Shop,Fish & Chips Shop,Vegetarian / Vegan Restaurant,Gourmet Shop,-36.8767143,174.7512591
316,0,"Edendale, Los Angeles US",Edendale,Los Angeles US,New American Restaurant,Yoga Studio,Cosmetics Shop,Nail Salon,Boutique,Gourmet Shop,Vegetarian / Vegan Restaurant,American Restaurant,Convenience Store,Tree,34.1075157,-118.2659493
317,0,"Edenwald, New York City US",Edenwald,New York City US,Grocery Store,Gas Station,Bus Station,Supermarket,Fish Market,Fabric Shop,Factory,Falafel Restaurant,Eye Doctor,Fishing Spot,40.8845613,-73.84808272
318,0,"Edgemere, New York City US",Edgemere,New York City US,Metro Station,Pizza Place,Seafood Restaurant,Gift Shop,Hotel,Bus Station,Deli / Bodega,Park,Scenic Lookout,Skate Park,40.59564181,-73.77613282
319,0,"Edgeware, Christchurch New Zealand",Edgeware,Christchurch New Zealand,Thai Restaurant,Pizza Place,Liquor Store,Restaurant,Fast Food Restaurant,Japanese Restaurant,Playground,Video Store,Donut Shop,Motel,-43.5136645,172.6472085
320,0,"Edgewater Park, New York City US",Edgewater Park,New York City US,Italian Restaurant,Deli / Bodega,Pizza Place,Coffee Shop,Park,Sports Bar,Japanese Restaurant,Asian Restaurant,Bar,Bookstore,40.82198612,-73.81388514
321,0,"Edogawa, Tokyo Japan",Edogawa,Tokyo Japan,Convenience Store,Ramen Restaurant,Italian Restaurant,Coffee Shop,Discount Store,Japanese Restaurant,Restaurant,Supermarket,Grocery Store,Shopping Mall,35.7377048,139.8961189
322,0,"Egbertville, New York City US",Egbertville,New York City US,Bagel Shop,Cosmetics Shop,Italian Restaurant,Clothing Store,Farm,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,40.57911874,-74.12727241
323,3,"Eight Mile Plains, Brisbane",Eight Mile Plains,Brisbane,Coffee Shop,Gas Station,Electronics Store,Café,Hotel,Farm,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,-27.5779184,153.092299
324,0,"El Sereno, Los Angeles US",El Sereno,Los Angeles US,Restaurant,Brazilian Restaurant,Pizza Place,Liquor Store,Thrift / Vintage Store,Mexican Restaurant,Fountain,Forest,Event Space,Exhibit,34.0811213,-118.1778495
325,3,"Elizabeth Bay, Sydney",Elizabeth Bay,Sydney,Café,Italian Restaurant,Australian Restaurant,Park,Chinese Restaurant,Japanese Restaurant,Hotel,Sushi Restaurant,Dumpling Restaurant,Pizza Place,-33.8716908,151.2282875
326,0,"Ellen Grove, Brisbane",Ellen Grove,Brisbane,Garden Center,Zoo Exhibit,Farm,Financial or Legal Service,Film Studio,Filipino Restaurant,Field,Fast Food Restaurant,Farmers Market,Falafel Restaurant,-27.6184661,152.9488045
327,3,"Ellerslie, Auckland City New Zealand",Ellerslie,Auckland City New Zealand,Café,Mexican Restaurant,Bar,Sushi Restaurant,Park,Malay Restaurant,Burger Joint,Chinese Restaurant,Hotel,Coffee Shop,-36.897603,174.8150298
328,0,"Elm Park, New York City US",Elm Park,New York City US,Ice Cream Shop,Cosmetics Shop,Toll Plaza,Bus Stop,Pizza Place,Deli / Bodega,American Restaurant,Italian Restaurant,Factory,Falafel Restaurant,40.63014674,-74.14181679
329,0,"Elmhurst, New York City US",Elmhurst,New York City US,Thai Restaurant,Mexican Restaurant,South American Restaurant,Vietnamese Restaurant,Chinese Restaurant,Salon / Barbershop,Bar,Snack Place,Malay Restaurant,Park,40.74404851,-73.88165622
330,0,"Eltingville, New York City US",Eltingville,New York City US,Sushi Restaurant,Pizza Place,Pharmacy,Fast Food Restaurant,Bank,Sandwich Place,Italian Restaurant,Grocery Store,Bar,Pet Store,40.54223075,-74.1643308
331,0,"Elysian Heights, Los Angeles US",Elysian Heights,Los Angeles US,Art Gallery,Basketball Court,Coffee Shop,Park,Sandwich Place,Café,Music Venue,Pilates Studio,Construction & Landscaping,Trail,34.09954795,-118.2447148
332,0,"Elysian Park, Los Angeles US",Elysian Park,Los Angeles US,Baseball Stadium,Sports Bar,Bar,Food Truck,Hot Dog Joint,BBQ Joint,Coffee Shop,American Restaurant,Amphitheater,Photography Studio,34.0774343,-118.2386204
